user_id,playlist_id,num_of_musics,num_of_musics_with_mbid,danceability,gender,genre_dortmund,genre_electronic,genre_rosamerica,genre_tzanetakis,ismir04_rhythm,mood_acoustic,mood_aggressive,mood_electronic,mood_happy,mood_party,mood_relaxed,mood_sad,moods_mirex,timbre,tonal_atonal,voice_instrumental
23373,25162,21,7,"[('not_danceable', 4), ('danceable', 3)]","[('female', 4), ('male', 3)]","[('electronic', 7)]","[('trance', 4), ('ambient', 3)]","[('hip', 2), ('pop', 2), ('rhy', 1), ('dan', 1), ('roc', 1)]","[('jaz', 7)]","[('VienneseWaltz', 2), ('Rumba-American', 2), ('Samba', 1), ('Tango', 1), ('ChaChaCha', 1)]","[('not_acoustic', 7)]","[('not_aggressive', 7)]","[('electronic', 6), ('not_electronic', 1)]","[('happy', 4), ('not_happy', 3)]","[('not_party', 4), ('party', 3)]","[('relaxed', 4), ('not_relaxed', 3)]","[('not_sad', 7)]","[('Cluster5', 6), ('Cluster3', 1)]","[('bright', 4), ('dark', 3)]","[('atonal', 4), ('tonal', 3)]","[('instrumental', 5), ('voice', 2)]"
18237,17790,7,6,"[('danceable', 5), ('not_danceable', 1)]","[('female', 4), ('male', 2)]","[('electronic', 6)]","[('ambient', 4), ('house', 2)]","[('hip', 4), ('rhy', 1), ('pop', 1)]","[('jaz', 6)]","[('ChaChaCha', 5), ('VienneseWaltz', 1)]","[('not_acoustic', 5), ('acoustic', 1)]","[('not_aggressive', 4), ('aggressive', 2)]","[('electronic', 5), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 2)]","[('party', 3), ('not_party', 3)]","[('relaxed', 4), ('not_relaxed', 2)]","[('not_sad', 6)]","[('Cluster5', 5), ('Cluster4', 1)]","[('dark', 4), ('bright', 2)]","[('atonal', 5), ('tonal', 1)]","[('voice', 4), ('instrumental', 2)]"
26567,30547,6,5,"[('not_danceable', 3), ('danceable', 2)]","[('male', 4), ('female', 1)]","[('electronic', 3), ('folkcountry', 2)]","[('ambient', 4), ('trance', 1)]","[('roc', 2), ('cla', 2), ('pop', 1)]","[('jaz', 5)]","[('Tango', 5)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 5)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('sad', 3), ('not_sad', 2)]","[('Cluster5', 2), ('Cluster2', 1), ('Cluster3', 1), ('Cluster1', 1)]","[('dark', 4), ('bright', 1)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 4), ('voice', 1)]"
3908,2101,7,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('ambient', 4), ('trance', 1)]","[('hip', 2), ('pop', 2), ('jaz', 1)]","[('jaz', 5)]","[('ChaChaCha', 3), ('Rumba-International', 1), ('Tango', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 5)]","[('relaxed', 5)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 4), ('Cluster3', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 3), ('voice', 2)]"
12898,30175,9,5,"[('not_danceable', 5)]","[('female', 4), ('male', 1)]","[('electronic', 4), ('blues', 1)]","[('ambient', 4), ('trance', 1)]","[('rhy', 2), ('dan', 1), ('cla', 1), ('pop', 1)]","[('jaz', 5)]","[('VienneseWaltz', 3), ('ChaChaCha', 2)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 5)]","[('electronic', 3), ('not_electronic', 2)]","[('happy', 3), ('not_happy', 2)]","[('not_party', 5)]","[('relaxed', 5)]","[('not_sad', 4), ('sad', 1)]","[('Cluster2', 2), ('Cluster3', 2), ('Cluster5', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 3), ('tonal', 2)]","[('voice', 3), ('instrumental', 2)]"
8700,13048,7,5,"[('not_danceable', 3), ('danceable', 2)]","[('male', 3), ('female', 2)]","[('electronic', 5)]","[('ambient', 5)]","[('roc', 2), ('pop', 2), ('rhy', 1)]","[('jaz', 4), ('pop', 1)]","[('Tango', 3), ('VienneseWaltz', 1), ('ChaChaCha', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 5)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 5)]","[('not_party', 4), ('party', 1)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 3), ('sad', 2)]","[('Cluster3', 3), ('Cluster4', 2)]","[('bright', 4), ('dark', 1)]","[('tonal', 3), ('atonal', 2)]","[('voice', 4), ('instrumental', 1)]"
20479,32043,14,6,"[('not_danceable', 5), ('danceable', 1)]","[('male', 3), ('female', 3)]","[('electronic', 6)]","[('ambient', 4), ('house', 1), ('trance', 1)]","[('rhy', 2), ('roc', 1), ('jaz', 1), ('cla', 1), ('pop', 1)]","[('jaz', 6)]","[('Rumba-American', 2), ('Tango', 2), ('VienneseWaltz', 1), ('ChaChaCha', 1)]","[('not_acoustic', 4), ('acoustic', 2)]","[('not_aggressive', 5), ('aggressive', 1)]","[('electronic', 3), ('not_electronic', 3)]","[('not_happy', 4), ('happy', 2)]","[('not_party', 6)]","[('relaxed', 4), ('not_relaxed', 2)]","[('not_sad', 5), ('sad', 1)]","[('Cluster3', 4), ('Cluster5', 2)]","[('dark', 4), ('bright', 2)]","[('atonal', 3), ('tonal', 3)]","[('instrumental', 3), ('voice', 3)]"
10340,9869,16,7,"[('not_danceable', 6), ('danceable', 1)]","[('female', 5), ('male', 2)]","[('electronic', 6), ('folkcountry', 1)]","[('ambient', 6), ('trance', 1)]","[('pop', 4), ('rhy', 1), ('jaz', 1), ('spe', 1)]","[('jaz', 6), ('hip', 1)]","[('VienneseWaltz', 4), ('Tango', 2), ('Rumba-American', 1)]","[('not_acoustic', 4), ('acoustic', 3)]","[('not_aggressive', 7)]","[('not_electronic', 5), ('electronic', 2)]","[('not_happy', 4), ('happy', 3)]","[('not_party', 6), ('party', 1)]","[('relaxed', 6), ('not_relaxed', 1)]","[('not_sad', 4), ('sad', 3)]","[('Cluster5', 3), ('Cluster3', 2), ('Cluster2', 1), ('Cluster4', 1)]","[('dark', 4), ('bright', 3)]","[('atonal', 4), ('tonal', 3)]","[('voice', 4), ('instrumental', 3)]"
10983,12574,14,6,"[('danceable', 3), ('not_danceable', 3)]","[('male', 3), ('female', 3)]","[('electronic', 6)]","[('ambient', 4), ('trance', 2)]","[('rhy', 2), ('roc', 2), ('pop', 2)]","[('jaz', 6)]","[('VienneseWaltz', 2), ('Tango', 2), ('Rumba-American', 1), ('ChaChaCha', 1)]","[('acoustic', 3), ('not_acoustic', 3)]","[('not_aggressive', 6)]","[('electronic', 3), ('not_electronic', 3)]","[('not_happy', 5), ('happy', 1)]","[('not_party', 5), ('party', 1)]","[('relaxed', 5), ('not_relaxed', 1)]","[('not_sad', 4), ('sad', 2)]","[('Cluster3', 4), ('Cluster2', 1), ('Cluster5', 1)]","[('bright', 5), ('dark', 1)]","[('atonal', 5), ('tonal', 1)]","[('voice', 4), ('instrumental', 2)]"
5736,3899,8,6,"[('not_danceable', 5), ('danceable', 1)]","[('female', 4), ('male', 2)]","[('electronic', 4), ('alternative', 1), ('folkcountry', 1)]","[('trance', 3), ('ambient', 3)]","[('roc', 2), ('hip', 1), ('rhy', 1), ('dan', 1), ('jaz', 1)]","[('jaz', 6)]","[('Rumba-American', 2), ('VienneseWaltz', 2), ('ChaChaCha', 2)]","[('not_acoustic', 4), ('acoustic', 2)]","[('not_aggressive', 6)]","[('electronic', 4), ('not_electronic', 2)]","[('not_happy', 4), ('happy', 2)]","[('not_party', 6)]","[('relaxed', 5), ('not_relaxed', 1)]","[('not_sad', 5), ('sad', 1)]","[('Cluster5', 3), ('Cluster2', 1), ('Cluster3', 1), ('Cluster4', 1)]","[('dark', 3), ('bright', 3)]","[('atonal', 3), ('tonal', 3)]","[('instrumental', 3), ('voice', 3)]"
26080,29669,24,9,"[('danceable', 6), ('not_danceable', 3)]","[('female', 7), ('male', 2)]","[('electronic', 9)]","[('ambient', 6), ('trance', 2), ('house', 1)]","[('rhy', 4), ('hip', 2), ('dan', 1), ('roc', 1), ('cla', 1)]","[('jaz', 8), ('roc', 1)]","[('Tango', 4), ('ChaChaCha', 2), ('Rumba-American', 1), ('VienneseWaltz', 1), ('Samba', 1)]","[('not_acoustic', 8), ('acoustic', 1)]","[('not_aggressive', 7), ('aggressive', 2)]","[('electronic', 6), ('not_electronic', 3)]","[('not_happy', 7), ('happy', 2)]","[('not_party', 6), ('party', 3)]","[('relaxed', 7), ('not_relaxed', 2)]","[('not_sad', 8), ('sad', 1)]","[('Cluster5', 6), ('Cluster3', 3)]","[('dark', 5), ('bright', 4)]","[('atonal', 6), ('tonal', 3)]","[('instrumental', 7), ('voice', 2)]"
2798,3396,23,8,"[('not_danceable', 6), ('danceable', 2)]","[('male', 4), ('female', 4)]","[('electronic', 8)]","[('trance', 7), ('ambient', 1)]","[('roc', 8)]","[('jaz', 8)]","[('VienneseWaltz', 3), ('Tango', 2), ('ChaChaCha', 2), ('Rumba-American', 1)]","[('not_acoustic', 8)]","[('not_aggressive', 4), ('aggressive', 4)]","[('electronic', 6), ('not_electronic', 2)]","[('not_happy', 7), ('happy', 1)]","[('party', 4), ('not_party', 4)]","[('not_relaxed', 5), ('relaxed', 3)]","[('not_sad', 8)]","[('Cluster5', 8)]","[('dark', 6), ('bright', 2)]","[('atonal', 7), ('tonal', 1)]","[('instrumental', 4), ('voice', 4)]"
3966,31222,12,5,"[('not_danceable', 5)]","[('male', 4), ('female', 1)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 5)]","[('rhy', 3), ('roc', 1), ('cla', 1)]","[('jaz', 5)]","[('VienneseWaltz', 3), ('Rumba-American', 1), ('Tango', 1)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 4), ('party', 1)]","[('relaxed', 4), ('not_relaxed', 1)]","[('not_sad', 3), ('sad', 2)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1)]","[('bright', 3), ('dark', 2)]","[('atonal', 4), ('tonal', 1)]","[('voice', 3), ('instrumental', 2)]"
1989,33032,14,6,"[('not_danceable', 4), ('danceable', 2)]","[('male', 3), ('female', 3)]","[('electronic', 4), ('blues', 1), ('folkcountry', 1)]","[('ambient', 6)]","[('rhy', 2), ('pop', 2), ('roc', 1), ('jaz', 1)]","[('jaz', 5), ('roc', 1)]","[('Tango', 4), ('VienneseWaltz', 2)]","[('acoustic', 5), ('not_acoustic', 1)]","[('not_aggressive', 6)]","[('not_electronic', 5), ('electronic', 1)]","[('not_happy', 3), ('happy', 3)]","[('not_party', 6)]","[('relaxed', 4), ('not_relaxed', 2)]","[('not_sad', 3), ('sad', 3)]","[('Cluster3', 3), ('Cluster2', 2), ('Cluster5', 1)]","[('bright', 4), ('dark', 2)]","[('tonal', 4), ('atonal', 2)]","[('voice', 6)]"
3444,1807,10,6,"[('not_danceable', 4), ('danceable', 2)]","[('female', 5), ('male', 1)]","[('electronic', 6)]","[('ambient', 5), ('trance', 1)]","[('roc', 4), ('hip', 1), ('pop', 1)]","[('jaz', 6)]","[('Tango', 3), ('Rumba-American', 1), ('VienneseWaltz', 1), ('ChaChaCha', 1)]","[('not_acoustic', 6)]","[('not_aggressive', 6)]","[('electronic', 5), ('not_electronic', 1)]","[('not_happy', 5), ('happy', 1)]","[('not_party', 6)]","[('relaxed', 5), ('not_relaxed', 1)]","[('not_sad', 5), ('sad', 1)]","[('Cluster5', 4), ('Cluster3', 2)]","[('dark', 4), ('bright', 2)]","[('atonal', 4), ('tonal', 2)]","[('instrumental', 5), ('voice', 1)]"
15005,30098,8,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 4), ('male', 1)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 5)]","[('cla', 2), ('pop', 2), ('roc', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('Tango', 2), ('Rumba-American', 1)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 4), ('party', 1)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 3), ('sad', 2)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1)]","[('bright', 4), ('dark', 1)]","[('tonal', 4), ('atonal', 1)]","[('voice', 3), ('instrumental', 2)]"
22131,22994,16,7,"[('not_danceable', 5), ('danceable', 2)]","[('female', 4), ('male', 3)]","[('electronic', 7)]","[('ambient', 4), ('trance', 2), ('house', 1)]","[('rhy', 2), ('hip', 2), ('roc', 2), ('pop', 1)]","[('jaz', 7)]","[('ChaChaCha', 3), ('Rumba-American', 2), ('VienneseWaltz', 1), ('Samba', 1)]","[('not_acoustic', 7)]","[('not_aggressive', 6), ('aggressive', 1)]","[('electronic', 6), ('not_electronic', 1)]","[('not_happy', 7)]","[('not_party', 6), ('party', 1)]","[('relaxed', 6), ('not_relaxed', 1)]","[('not_sad', 7)]","[('Cluster5', 4), ('Cluster2', 1), ('Cluster3', 1), ('Cluster4', 1)]","[('dark', 5), ('bright', 2)]","[('atonal', 4), ('tonal', 3)]","[('instrumental', 4), ('voice', 3)]"
5531,6084,19,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 3), ('male', 2)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 5)]","[('rhy', 2), ('roc', 2), ('cla', 1)]","[('jaz', 3), ('hip', 1), ('roc', 1)]","[('VienneseWaltz', 3), ('Samba', 1), ('ChaChaCha', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 5)]","[('electronic', 4), ('not_electronic', 1)]","[('happy', 3), ('not_happy', 2)]","[('not_party', 5)]","[('relaxed', 4), ('not_relaxed', 1)]","[('sad', 3), ('not_sad', 2)]","[('Cluster2', 2), ('Cluster5', 2), ('Cluster3', 1)]","[('bright', 3), ('dark', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 4), ('voice', 1)]"
11416,11111,9,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('house', 2), ('ambient', 2), ('trance', 1)]","[('rhy', 2), ('hip', 2), ('roc', 1)]","[('jaz', 5)]","[('Rumba-American', 2), ('VienneseWaltz', 1), ('Tango', 1), ('ChaChaCha', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 3), ('Cluster3', 1), ('Cluster4', 1)]","[('dark', 4), ('bright', 1)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 3), ('voice', 2)]"
27803,32959,21,10,"[('not_danceable', 6), ('danceable', 4)]","[('male', 5), ('female', 5)]","[('electronic', 8), ('rock', 2)]","[('ambient', 6), ('trance', 4)]","[('roc', 4), ('pop', 4), ('hip', 1), ('dan', 1)]","[('jaz', 10)]","[('ChaChaCha', 4), ('VienneseWaltz', 2), ('Rumba-American', 2), ('Jive', 2)]","[('not_acoustic', 10)]","[('not_aggressive', 8), ('aggressive', 2)]","[('electronic', 5), ('not_electronic', 5)]","[('happy', 6), ('not_happy', 4)]","[('not_party', 6), ('party', 4)]","[('relaxed', 7), ('not_relaxed', 3)]","[('not_sad', 10)]","[('Cluster5', 6), ('Cluster1', 2), ('Cluster2', 1), ('Cluster3', 1)]","[('dark', 7), ('bright', 3)]","[('atonal', 5), ('tonal', 5)]","[('instrumental', 5), ('voice', 5)]"
16975,18086,14,8,"[('not_danceable', 7), ('danceable', 1)]","[('female', 6), ('male', 2)]","[('electronic', 7), ('folkcountry', 1)]","[('ambient', 7), ('trance', 1)]","[('cla', 3), ('rhy', 2), ('roc', 2), ('jaz', 1)]","[('jaz', 7), ('roc', 1)]","[('VienneseWaltz', 2), ('Waltz', 2), ('Tango', 1), ('Samba', 1), ('ChaChaCha', 1), ('Jive', 1)]","[('acoustic', 4), ('not_acoustic', 4)]","[('not_aggressive', 8)]","[('not_electronic', 5), ('electronic', 3)]","[('not_happy', 6), ('happy', 2)]","[('not_party', 7), ('party', 1)]","[('relaxed', 7), ('not_relaxed', 1)]","[('not_sad', 4), ('sad', 4)]","[('Cluster3', 5), ('Cluster5', 3)]","[('dark', 4), ('bright', 4)]","[('tonal', 5), ('atonal', 3)]","[('instrumental', 4), ('voice', 4)]"
6072,20618,13,8,"[('not_danceable', 6), ('danceable', 2)]","[('male', 5), ('female', 3)]","[('electronic', 7), ('folkcountry', 1)]","[('ambient', 6), ('house', 2)]","[('jaz', 3), ('rhy', 2), ('roc', 1), ('cla', 1), ('pop', 1)]","[('jaz', 8)]","[('Tango', 4), ('VienneseWaltz', 2), ('Rumba-American', 1), ('ChaChaCha', 1)]","[('acoustic', 4), ('not_acoustic', 4)]","[('not_aggressive', 8)]","[('not_electronic', 6), ('electronic', 2)]","[('not_happy', 4), ('happy', 4)]","[('not_party', 8)]","[('relaxed', 7), ('not_relaxed', 1)]","[('not_sad', 4), ('sad', 4)]","[('Cluster2', 5), ('Cluster5', 2), ('Cluster3', 1)]","[('bright', 5), ('dark', 3)]","[('atonal', 4), ('tonal', 4)]","[('voice', 6), ('instrumental', 2)]"
10340,9881,12,6,"[('danceable', 3), ('not_danceable', 3)]","[('male', 4), ('female', 2)]","[('electronic', 4), ('folkcountry', 2)]","[('ambient', 4), ('house', 1), ('trance', 1)]","[('cla', 3), ('rhy', 1), ('roc', 1), ('pop', 1)]","[('jaz', 5), ('cou', 1)]","[('Tango', 3), ('ChaChaCha', 2), ('VienneseWaltz', 1)]","[('acoustic', 3), ('not_acoustic', 3)]","[('not_aggressive', 5), ('aggressive', 1)]","[('not_electronic', 4), ('electronic', 2)]","[('not_happy', 3), ('happy', 3)]","[('party', 3), ('not_party', 3)]","[('not_relaxed', 4), ('relaxed', 2)]","[('not_sad', 4), ('sad', 2)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1), ('Cluster4', 1)]","[('dark', 3), ('bright', 3)]","[('atonal', 3), ('tonal', 3)]","[('voice', 4), ('instrumental', 2)]"
1906,8729,8,7,"[('not_danceable', 5), ('danceable', 2)]","[('female', 6), ('male', 1)]","[('electronic', 7)]","[('house', 3), ('ambient', 2), ('trance', 1), ('techno', 1)]","[('rhy', 2), ('cla', 2), ('hip', 1), ('dan', 1), ('jaz', 1)]","[('jaz', 6), ('pop', 1)]","[('Tango', 3), ('ChaChaCha', 2), ('Rumba-American', 1), ('VienneseWaltz', 1)]","[('not_acoustic', 6), ('acoustic', 1)]","[('not_aggressive', 7)]","[('electronic', 6), ('not_electronic', 1)]","[('not_happy', 6), ('happy', 1)]","[('not_party', 5), ('party', 2)]","[('relaxed', 7)]","[('not_sad', 6), ('sad', 1)]","[('Cluster5', 5), ('Cluster3', 2)]","[('dark', 5), ('bright', 2)]","[('atonal', 5), ('tonal', 2)]","[('instrumental', 4), ('voice', 3)]"
19154,25497,25,12,"[('not_danceable', 10), ('danceable', 2)]","[('female', 8), ('male', 4)]","[('electronic', 12)]","[('ambient', 11), ('trance', 1)]","[('hip', 3), ('pop', 3), ('roc', 2), ('cla', 2), ('rhy', 1), ('jaz', 1)]","[('jaz', 11), ('hip', 1)]","[('Tango', 5), ('Rumba-American', 2), ('VienneseWaltz', 2), ('Samba', 2), ('ChaChaCha', 1)]","[('not_acoustic', 8), ('acoustic', 4)]","[('not_aggressive', 10), ('aggressive', 2)]","[('electronic', 6), ('not_electronic', 6)]","[('not_happy', 9), ('happy', 3)]","[('not_party', 10), ('party', 2)]","[('relaxed', 9), ('not_relaxed', 3)]","[('not_sad', 9), ('sad', 3)]","[('Cluster3', 6), ('Cluster5', 6)]","[('bright', 7), ('dark', 5)]","[('atonal', 7), ('tonal', 5)]","[('instrumental', 8), ('voice', 4)]"
20231,33899,16,6,"[('not_danceable', 5), ('danceable', 1)]","[('male', 3), ('female', 3)]","[('electronic', 5), ('folkcountry', 1)]","[('ambient', 4), ('trance', 2)]","[('pop', 3), ('rhy', 1), ('dan', 1), ('roc', 1)]","[('jaz', 5), ('hip', 1)]","[('VienneseWaltz', 4), ('Tango', 2)]","[('not_acoustic', 4), ('acoustic', 2)]","[('not_aggressive', 6)]","[('electronic', 4), ('not_electronic', 2)]","[('not_happy', 4), ('happy', 2)]","[('not_party', 4), ('party', 2)]","[('relaxed', 5), ('not_relaxed', 1)]","[('sad', 4), ('not_sad', 2)]","[('Cluster3', 4), ('Cluster2', 1), ('Cluster4', 1)]","[('bright', 5), ('dark', 1)]","[('tonal', 5), ('atonal', 1)]","[('voice', 4), ('instrumental', 2)]"
8120,7168,10,5,"[('danceable', 3), ('not_danceable', 2)]","[('male', 3), ('female', 2)]","[('electronic', 5)]","[('trance', 4), ('ambient', 1)]","[('roc', 3), ('hip', 1), ('pop', 1)]","[('jaz', 4), ('roc', 1)]","[('VienneseWaltz', 2), ('Tango', 2), ('ChaChaCha', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 5)]","[('electronic', 5)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 4), ('Cluster3', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 3), ('voice', 2)]"
21917,24918,11,6,"[('danceable', 3), ('not_danceable', 3)]","[('female', 4), ('male', 2)]","[('electronic', 6)]","[('ambient', 4), ('trance', 2)]","[('roc', 3), ('hip', 1), ('dan', 1), ('jaz', 1)]","[('jaz', 6)]","[('Tango', 3), ('Rumba-American', 1), ('VienneseWaltz', 1), ('ChaChaCha', 1)]","[('not_acoustic', 5), ('acoustic', 1)]","[('not_aggressive', 4), ('aggressive', 2)]","[('electronic', 3), ('not_electronic', 3)]","[('not_happy', 5), ('happy', 1)]","[('party', 3), ('not_party', 3)]","[('not_relaxed', 3), ('relaxed', 3)]","[('not_sad', 5), ('sad', 1)]","[('Cluster5', 4), ('Cluster2', 1), ('Cluster3', 1)]","[('bright', 4), ('dark', 2)]","[('atonal', 3), ('tonal', 3)]","[('instrumental', 4), ('voice', 2)]"
9568,9274,14,5,"[('not_danceable', 3), ('danceable', 2)]","[('male', 3), ('female', 2)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 3), ('house', 1), ('trance', 1)]","[('rhy', 2), ('hip', 1), ('cla', 1), ('pop', 1)]","[('jaz', 5)]","[('Rumba-American', 2), ('Tango', 2), ('ChaChaCha', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 5)]","[('electronic', 4), ('not_electronic', 1)]","[('happy', 4), ('not_happy', 1)]","[('not_party', 5)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 3), ('Cluster3', 2)]","[('bright', 3), ('dark', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 3), ('voice', 2)]"
15250,15583,9,6,"[('not_danceable', 4), ('danceable', 2)]","[('male', 3), ('female', 3)]","[('electronic', 6)]","[('ambient', 4), ('trance', 2)]","[('roc', 3), ('hip', 1), ('dan', 1), ('cla', 1)]","[('jaz', 5), ('pop', 1)]","[('VienneseWaltz', 2), ('Tango', 2), ('ChaChaCha', 2)]","[('not_acoustic', 5), ('acoustic', 1)]","[('not_aggressive', 6)]","[('electronic', 3), ('not_electronic', 3)]","[('not_happy', 5), ('happy', 1)]","[('not_party', 6)]","[('relaxed', 5), ('not_relaxed', 1)]","[('not_sad', 5), ('sad', 1)]","[('Cluster5', 3), ('Cluster2', 2), ('Cluster3', 1)]","[('bright', 4), ('dark', 2)]","[('tonal', 4), ('atonal', 2)]","[('instrumental', 3), ('voice', 3)]"
18318,17862,20,9,"[('not_danceable', 7), ('danceable', 2)]","[('female', 7), ('male', 2)]","[('electronic', 9)]","[('ambient', 5), ('trance', 4)]","[('pop', 3), ('dan', 2), ('roc', 2), ('hip', 1), ('rhy', 1)]","[('jaz', 9)]","[('ChaChaCha', 3), ('VienneseWaltz', 2), ('Rumba-American', 2), ('Samba', 2)]","[('not_acoustic', 8), ('acoustic', 1)]","[('not_aggressive', 8), ('aggressive', 1)]","[('electronic', 8), ('not_electronic', 1)]","[('not_happy', 8), ('happy', 1)]","[('not_party', 8), ('party', 1)]","[('relaxed', 7), ('not_relaxed', 2)]","[('not_sad', 8), ('sad', 1)]","[('Cluster5', 8), ('Cluster2', 1)]","[('dark', 7), ('bright', 2)]","[('atonal', 5), ('tonal', 4)]","[('instrumental', 8), ('voice', 1)]"
5869,4657,18,8,"[('danceable', 4), ('not_danceable', 4)]","[('male', 6), ('female', 2)]","[('electronic', 8)]","[('ambient', 5), ('trance', 3)]","[('roc', 6), ('rhy', 1), ('pop', 1)]","[('jaz', 7), ('roc', 1)]","[('VienneseWaltz', 4), ('Tango', 3), ('ChaChaCha', 1)]","[('not_acoustic', 8)]","[('not_aggressive', 5), ('aggressive', 3)]","[('electronic', 5), ('not_electronic', 3)]","[('not_happy', 5), ('happy', 3)]","[('not_party', 5), ('party', 3)]","[('not_relaxed', 5), ('relaxed', 3)]","[('not_sad', 8)]","[('Cluster5', 6), ('Cluster2', 1), ('Cluster3', 1)]","[('bright', 5), ('dark', 3)]","[('tonal', 5), ('atonal', 3)]","[('instrumental', 5), ('voice', 3)]"
11868,11515,12,6,"[('danceable', 4), ('not_danceable', 2)]","[('male', 4), ('female', 2)]","[('electronic', 5), ('alternative', 1)]","[('ambient', 6)]","[('rhy', 3), ('roc', 1), ('cla', 1), ('pop', 1)]","[('jaz', 5), ('roc', 1)]","[('VienneseWaltz', 3), ('Tango', 2), ('ChaChaCha', 1)]","[('acoustic', 3), ('not_acoustic', 3)]","[('not_aggressive', 6)]","[('electronic', 3), ('not_electronic', 3)]","[('not_happy', 4), ('happy', 2)]","[('not_party', 5), ('party', 1)]","[('not_relaxed', 3), ('relaxed', 3)]","[('not_sad', 3), ('sad', 3)]","[('Cluster2', 2), ('Cluster3', 2), ('Cluster5', 2)]","[('bright', 4), ('dark', 2)]","[('atonal', 3), ('tonal', 3)]","[('instrumental', 3), ('voice', 3)]"
21640,28226,7,5,"[('not_danceable', 5)]","[('female', 3), ('male', 2)]","[('electronic', 3), ('folkcountry', 2)]","[('ambient', 4), ('trance', 1)]","[('hip', 2), ('rhy', 2), ('cla', 1)]","[('jaz', 5)]","[('Tango', 2), ('Rumba-American', 1), ('VienneseWaltz', 1), ('Samba', 1)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 5)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 5)]","[('relaxed', 5)]","[('sad', 3), ('not_sad', 2)]","[('Cluster3', 3), ('Cluster5', 2)]","[('bright', 3), ('dark', 2)]","[('tonal', 3), ('atonal', 2)]","[('voice', 3), ('instrumental', 2)]"
